,index,School,School_Total,graduation_rate,Grade,Grade_Total,male_pct,female_pct,asian_pct,black_pct,hispanic_pct,white_pct,multi_pct,native_pct,learning_english_pct,disability_pct,poverty_pct,homeless_pct,School_exp,Classroom_Salary,Other_Inst_Salary,Inst_Benefits,Prof_Dev,Admin_Salary,Admin_Benefits,Other_Salaries,Other_Benefits,Other_Exp,S_T_Ratio,lt_4,four_twenty,plus_21
808,833,HIGH SCHOOL OF FASHION INDUSTRIES,1716,0.9092092417832737,10,501,0.1217564870259481,0.8782435129740519,0.033932135728542916,0.28542914171656686,0.5888223552894212,0.05389221556886228,0.03592814371257485,0.001996007984031936,0.0499001996007984,0.2375249500998004,0.7984031936127745,0.07784431137724551,20917.74,5225.73,977.42,3108.11,3.51,988.08,495.08,608.95,305.12,1485.99,17,29,63,8
809,834,HIGH SCHOOL OF FASHION INDUSTRIES,1716,0.9092092417832737,11,418,0.11961722488038277,0.8803827751196173,0.0430622009569378,0.3157894736842105,0.569377990430622,0.03588516746411483,0.028708133971291867,0.007177033492822967,0.04066985645933014,0.1937799043062201,0.8014354066985646,0.08851674641148326,20917.74,5225.73,977.42,3108.11,3.51,988.08,495.08,608.95,305.12,1485.99,17,29,63,8
810,836,HIGH SCHOOL OF HOSPITALITY MGMNT,240,0.779050736497545,9,57,0.43859649122807015,0.5614035087719298,0.03508771929824561,0.14035087719298245,0.7368421052631579,0.03508771929824561,0.05263157894736842,0.0,0.12280701754385964,0.2631578947368421,0.9298245614035088,0.08771929824561403,23366.18,6580.82,1336.68,3967.09,64.59,1066.54,534.4,1116.92,559.64,419.73,14,24,76,0
811,837,HIGH SCHOOL OF HOSPITALITY MGMNT,240,0.779050736497545,10,64,0.21875,0.78125,0.0625,0.1875,0.6875,0.03125,0.0,0.03125,0.109375,0.203125,0.9375,0.15625,23366.18,6580.82,1336.68,3967.09,64.59,1066.54,534.4,1116.92,559.64,419.73,14,24,76,0
812,838,HIGH SCHOOL OF HOSPITALITY MGMNT,240,0.779050736497545,11,50,0.22,0.78,0.04,0.1,0.86,0.0,0.0,0.0,0.0,0.1,0.9,0.0,23366.18,6580.82,1336.68,3967.09,64.59,1066.54,534.4,1116.92,559.64,419.73,14,24,76,0
813,839,HIGH SCHOOL OF HOSPITALITY MGMNT,240,0.779050736497545,12,69,0.30434782608695654,0.6956521739130435,0.043478260869565216,0.2608695652173913,0.6811594202898551,0.014492753623188406,0.0,0.0,0.0,0.2608695652173913,0.8985507246376812,0.11594202898550725,23366.18,6580.82,1336.68,3967.09,64.59,1066.54,534.4,1116.92,559.64,419.73,14,24,76,0
814,840,HIGH SCHOOL OF SPORTS MANAGEMENT,273,0.6560509554140127,9,94,0.8085106382978723,0.19148936170212766,0.20212765957446807,0.22340425531914893,0.3617021276595745,0.2127659574468085,0.0,0.0,0.2978723404255319,0.3191489361702128,0.8085106382978723,0.0,23095.84,5748.51,1853.58,3809.05,0.0,1610.83,807.11,446.04,223.49,877.47,14,52,33,14
815,841,HIGH SCHOOL OF SPORTS MANAGEMENT,273,0.6560509554140127,10,60,0.8166666666666667,0.18333333333333332,0.23333333333333334,0.25,0.3,0.18333333333333332,0.016666666666666666,0.016666666666666666,0.21666666666666667,0.25,0.8,0.15,23095.84,5748.51,1853.58,3809.05,0.0,1610.83,807.11,446.04,223.49,877.47,14,52,33,14
816,842,HIGH SCHOOL OF SPORTS MANAGEMENT,273,0.6560509554140127,11,75,0.72,0.28,0.17333333333333334,0.25333333333333335,0.41333333333333333,0.13333333333333333,0.0,0.02666666666666667,0.22666666666666666,0.2,0.8,0.09333333333333334,23095.84,5748.51,1853.58,3809.05,0.0,1610.83,807.11,446.04,223.49,877.47,14,52,33,14
817,843,HIGH SCHOOL OF SPORTS MANAGEMENT,273,0.6560509554140127,12,44,0.7727272727272727,0.22727272727272727,0.13636363636363635,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.022727272727272728,0.022727272727272728,0.25,0.20454545454545456,0.7045454545454546,0.0,23095.84,5748.51,1853.58,3809.05,0.0,1610.83,807.11,446.04,223.49,877.47,14,52,33,14
818,844,HIGH SCHOOL OF TELECOMMUNICATION,1279,0.9451022604951561,9,368,0.592391304347826,0.4076086956521739,0.20380434782608695,0.04891304347826087,0.5217391304347826,0.20108695652173914,0.016304347826086956,0.008152173913043478,0.15489130434782608,0.25271739130434784,0.8315217391304348,0.04619565217391304,22365.37,5982.95,1588.49,3793.7,24.03,815.98,408.85,630.94,316.14,1084.53,14,43,51,6
819,845,HIGH SCHOOL OF TELECOMMUNICATION,1279,0.9451022604951561,10,318,0.610062893081761,0.389937106918239,0.37735849056603776,0.02830188679245283,0.41509433962264153,0.14150943396226415,0.03459119496855346,0.0031446540880503146,0.11949685534591195,0.20440251572327045,0.7484276729559748,0.03459119496855346,22365.37,5982.95,1588.49,3793.7,24.03,815.98,408.85,630.94,316.14,1084.53,14,43,51,6
820,846,HIGH SCHOOL OF TELECOMMUNICATION,1279,0.9451022604951561,11,294,0.5986394557823129,0.4013605442176871,0.3401360544217687,0.04081632653061224,0.3979591836734694,0.19727891156462585,0.02040816326530612,0.003401360544217687,0.11564625850340136,0.1836734693877551,0.7755102040816326,0.0,22365.37,5982.95,1588.49,3793.7,24.03,815.98,408.85,630.94,316.14,1084.53,14,43,51,6
821,847,HIGH SCHOOL OF TELECOMMUNICATION,1279,0.9451022604951561,12,299,0.5986622073578596,0.4013377926421405,0.2040133779264214,0.03678929765886288,0.5284280936454849,0.19063545150501673,0.03678929765886288,0.0033444816053511705,0.0903010033444816,0.13712374581939799,0.7558528428093646,0.026755852842809364,22365.37,5982.95,1588.49,3793.7,24.03,815.98,408.85,630.94,316.14,1084.53,14,43,51,6
822,848,HIGH SCHOOL OF WORLD CULTURES,285,0.8132250580046404,9,90,0.6444444444444445,0.35555555555555557,0.044444444444444446,0.022222222222222223,0.8888888888888888,0.0,0.044444444444444446,0.0,0.9,0.0,0.9777777777777777,0.17777777777777778,29893.96,8901.48,2186.79,5555.81,0.0,1241.98,622.29,1262.16,632.41,1771.28,10,56,41,3
823,849,HIGH SCHOOL OF WORLD CULTURES,285,0.8132250580046404,10,68,0.7352941176470589,0.2647058823529412,0.07352941176470588,0.014705882352941176,0.8676470588235294,0.014705882352941176,0.0,0.029411764705882353,0.8823529411764706,0.0,0.9705882352941176,0.14705882352941177,29893.96,8901.48,2186.79,5555.81,0.0,1241.98,622.29,1262.16,632.41,1771.28,10,56,41,3
824,850,HIGH SCHOOL OF WORLD CULTURES,285,0.8132250580046404,11,52,0.5384615384615384,0.46153846153846156,0.038461538461538464,0.07692307692307693,0.8461538461538461,0.019230769230769232,0.019230769230769232,0.0,0.9615384615384616,0.0,0.9807692307692307,0.38461538461538464,29893.96,8901.48,2186.79,5555.81,0.0,1241.98,622.29,1262.16,632.41,1771.28,10,56,41,3
825,851,HIGH SCHOOL OF WORLD CULTURES,285,0.8132250580046404,12,75,0.48,0.52,0.06666666666666667,0.09333333333333334,0.8133333333333334,0.013333333333333334,0.0,0.013333333333333334,0.88,0.06666666666666667,0.9733333333333334,0.24,29893.96,8901.48,2186.79,5555.81,0.0,1241.98,622.29,1262.16,632.41,1771.28,10,56,41,3
826,852,HIGH SCHOOL-ARTS AND TECHNOLOGY,446,0.8698630136986302,9,125,0.52,0.48,0.024,0.248,0.688,0.008,0.016,0.016,0.104,0.24,0.88,0.096,25858.21,6848.9,1417.26,4141.78,2.61,1384.46,693.69,1596.37,799.87,1253.49,13,31,64,6
827,853,HIGH SCHOOL-ARTS AND TECHNOLOGY,446,0.8698630136986302,10,106,0.5471698113207547,0.4528301886792453,0.03773584905660377,0.24528301886792453,0.6792452830188679,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.11320754716981132,0.27358490566037735,0.8867924528301887,0.0660377358490566,25858.21,6848.9,1417.26,4141.78,2.61,1384.46,693.69,1596.37,799.87,1253.49,13,31,64,6
828,854,HIGH SCHOOL-ARTS AND TECHNOLOGY,446,0.8698630136986302,11,114,0.631578947368421,0.3684210526315789,0.043859649122807015,0.2631578947368421,0.6491228070175439,0.03508771929824561,0.008771929824561403,0.0,0.05263157894736842,0.23684210526315788,0.868421052631579,0.07017543859649122,25858.21,6848.9,1417.26,4141.78,2.61,1384.46,693.69,1596.37,799.87,1253.49,13,31,64,6
829,855,HIGH SCHOOL-ARTS AND TECHNOLOGY,446,0.8698630136986302,12,101,0.6633663366336634,0.33663366336633666,0.0891089108910891,0.16831683168316833,0.6039603960396039,0.1188118811881188,0.019801980198019802,0.0,0.07920792079207921,0.2079207920792079,0.8415841584158416,0.0,25858.21,6848.9,1417.26,4141.78,2.61,1384.46,693.69,1596.37,799.87,1253.49,13,31,64,6
830,856,HIGH SCHOOL-CLIMATE JUSTICE,331,0.7554585152838428,9,112,0.44642857142857145,0.5535714285714286,0.14285714285714285,0.1875,0.5625,0.08035714285714286,0.008928571428571428,0.017857142857142856,0.13392857142857142,0.25892857142857145,0.8125,0.16071428571428573,24534.38,7508.6,1549.43,4538.55,98.69,892.52,447.2,952.35,477.18,350.11,10,34,66,0
831,857,HIGH SCHOOL-CLIMATE JUSTICE,331,0.7554585152838428,10,102,0.5686274509803921,0.43137254901960786,0.058823529411764705,0.23529411764705882,0.6176470588235294,0.06862745098039216,0.00980392156862745,0.00980392156862745,0.08823529411764706,0.3137254901960784,0.8529411764705882,0.16666666666666666,24534.38,7508.6,1549.43,4538.55,98.69,892.52,447.2,952.35,477.18,350.11,10,34,66,0
832,858,HIGH SCHOOL-CLIMATE JUSTICE,331,0.7554585152838428,11,56,0.48214285714285715,0.5178571428571429,0.125,0.2857142857142857,0.5,0.05357142857142857,0.0,0.03571428571428571,0.0,0.23214285714285715,0.8571428571428571,0.08928571428571429,24534.38,7508.6,1549.43,4538.55,98.69,892.52,447.2,952.35,477.18,350.11,10,34,66,0
833,859,HIGH SCHOOL-CLIMATE JUSTICE,331,0.7554585152838428,12,61,0.5409836065573771,0.45901639344262296,0.08196721311475409,0.22950819672131148,0.6065573770491803,0.04918032786885246,0.03278688524590164,0.0,0.13114754098360656,0.26229508196721313,0.8032786885245902,0.0,24534.38,7508.6,1549.43,4538.55,98.69,892.52,447.2,952.35,477.18,350.11,10,34,66,0
834,860,HIGH SCHOOL-COMMUNITY LEADERSHIP,455,0.949516648764769,9,129,0.5116279069767442,0.4883720930232558,0.23255813953488372,0.27906976744186046,0.40310077519379844,0.06201550387596899,0.015503875968992248,0.007751937984496124,0.07751937984496124,0.14728682170542637,0.813953488372093,0.09302325581395349,20442.78,4840.69,690.17,2771.25,0.0,890.16,446.02,869.98,435.91,1778.84,16,39,58,3
835,861,HIGH SCHOOL-COMMUNITY LEADERSHIP,455,0.949516648764769,10,114,0.41228070175438597,0.5877192982456141,0.21929824561403508,0.3333333333333333,0.39473684210526316,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.07017543859649122,0.19298245614035087,0.7280701754385965,0.07017543859649122,20442.78,4840.69,690.17,2771.25,0.0,890.16,446.02,869.98,435.91,1778.84,16,39,58,3
836,862,HIGH SCHOOL-COMMUNITY LEADERSHIP,455,0.949516648764769,11,101,0.46534653465346537,0.5346534653465347,0.31683168316831684,0.18811881188118812,0.36633663366336633,0.04950495049504951,0.0594059405940594,0.019801980198019802,0.1188118811881188,0.16831683168316833,0.7821782178217822,0.0,20442.78,4840.69,690.17,2771.25,0.0,890.16,446.02,869.98,435.91,1778.84,16,39,58,3
837,863,HIGH SCHOOL-COMMUNITY LEADERSHIP,455,0.949516648764769,12,111,0.5315315315315315,0.46846846846846846,0.1981981981981982,0.38738738738738737,0.21621621621621623,0.06306306306306306,0.0990990990990991,0.036036036036036036,0.09009009009009009,0.15315315315315314,0.7207207207207207,0.0,20442.78,4840.69,690.17,2771.25,0.0,890.16,446.02,869.98,435.91,1778.84,16,39,58,3
838,864,HIGH SCHOOL-COMPUTERS & TECHNOLOGY,495,0.8529980657640233,9,177,0.7740112994350282,0.22598870056497175,0.03389830508474576,0.3163841807909605,0.5706214689265536,0.03389830508474576,0.02824858757062147,0.01694915254237288,0.0903954802259887,0.3220338983050847,0.8757062146892656,0.096045197740113,25448.5,7047.02,1926.32,4496.12,0.0,1236.47,619.53,984.14,493.11,926.03,13,20,73,8
839,866,HIGH SCHOOL-COMPUTERS & TECHNOLOGY,495,0.8529980657640233,11,87,0.8850574712643678,0.11494252873563218,0.12643678160919541,0.3218390804597701,0.45977011494252873,0.034482758620689655,0.034482758620689655,0.022988505747126436,0.11494252873563218,0.27586206896551724,0.6666666666666666,0.05747126436781609,25448.5,7047.02,1926.32,4496.12,0.0,1236.47,619.53,984.14,493.11,926.03,13,20,73,8
840,867,HIGH SCHOOL-COMPUTERS & TECHNOLOGY,495,0.8529980657640233,12,106,0.7547169811320755,0.24528301886792453,0.10377358490566038,0.36792452830188677,0.4716981132075472,0.02830188679245283,0.0,0.02830188679245283,0.11320754716981132,0.27358490566037735,0.7452830188679245,0.07547169811320754,25448.5,7047.02,1926.32,4496.12,0.0,1236.47,619.53,984.14,493.11,926.03,13,20,73,8
841,868,HIGH SCHOOL-CONTEMPORARY ARTS,301,0.8424908424908425,9,125,0.416,0.584,0.016,0.432,0.464,0.032,0.016,0.04,0.144,0.392,0.912,0.104,30295.64,9750.22,1862.5,5818.59,0.0,1504.49,753.83,1593.01,798.18,495.05,12,10,57,33
842,869,HIGH SCHOOL-CONTEMPORARY ARTS,301,0.8424908424908425,10,72,0.375,0.625,0.013888888888888888,0.3611111111111111,0.5972222222222222,0.013888888888888888,0.013888888888888888,0.0,0.20833333333333334,0.3888888888888889,0.8472222222222222,0.06944444444444445,30295.64,9750.22,1862.5,5818.59,0.0,1504.49,753.83,1593.01,798.18,495.05,12,10,57,33
843,870,HIGH SCHOOL-CONTEMPORARY ARTS,301,0.8424908424908425,11,62,0.4032258064516129,0.5967741935483871,0.016129032258064516,0.3548387096774194,0.5645161290322581,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.22580645161290322,0.22580645161290322,0.8709677419354839,0.08064516129032258,30295.64,9750.22,1862.5,5818.59,0.0,1504.49,753.83,1593.01,798.18,495.05,12,10,57,33
844,871,HIGH SCHOOL-CONTEMPORARY ARTS,301,0.8424908424908425,12,42,0.40476190476190477,0.5952380952380952,0.0,0.38095238095238093,0.5714285714285714,0.047619047619047616,0.0,0.0,0.23809523809523808,0.2857142857142857,0.8095238095238095,0.11904761904761904,30295.64,9750.22,1862.5,5818.59,0.0,1504.49,753.83,1593.01,798.18,495.05,12,10,57,33
845,872,HIGH SCHOOL-ENERGY AND TECHNOLOG,418,0.9038461538461539,9,116,0.7327586206896551,0.2672413793103448,0.034482758620689655,0.2672413793103448,0.6724137931034483,0.02586206896551724,0.0,0.0,0.14655172413793102,0.2413793103448276,0.9224137931034483,0.13793103448275862,27159.64,7516.04,1780.65,4658.13,0.0,1267.44,635.05,740.89,371.23,2470.44,12,46,49,6
846,873,HIGH SCHOOL-ENERGY AND TECHNOLOG,418,0.9038461538461539,10,118,0.7203389830508474,0.2796610169491525,0.03389830508474576,0.2627118644067797,0.6694915254237288,0.00847457627118644,0.00847457627118644,0.01694915254237288,0.19491525423728814,0.3389830508474576,0.8813559322033898,0.1694915254237288,27159.64,7516.04,1780.65,4658.13,0.0,1267.44,635.05,740.89,371.23,2470.44,12,46,49,6
847,874,HIGH SCHOOL-ENERGY AND TECHNOLOG,418,0.9038461538461539,11,91,0.7692307692307693,0.23076923076923078,0.0989010989010989,0.15384615384615385,0.7142857142857143,0.02197802197802198,0.01098901098901099,0.0,0.1978021978021978,0.3076923076923077,0.9120879120879121,0.16483516483516483,27159.64,7516.04,1780.65,4658.13,0.0,1267.44,635.05,740.89,371.23,2470.44,12,46,49,6
848,875,HIGH SCHOOL-ENERGY AND TECHNOLOG,418,0.9038461538461539,12,93,0.7526881720430108,0.24731182795698925,0.06451612903225806,0.17204301075268819,0.7634408602150538,0.0,0.0,0.0,0.12903225806451613,0.24731182795698925,0.8709677419354839,0.13978494623655913,27159.64,7516.04,1780.65,4658.13,0.0,1267.44,635.05,740.89,371.23,2470.44,12,46,49,6
849,876,"HIGH SCHOOL-ENTERPRISE, BUS & TECH",553,0.7993168232280102,9,130,0.7,0.3,0.06153846153846154,0.24615384615384617,0.6230769230769231,0.05384615384615385,0.007692307692307693,0.007692307692307693,0.13076923076923078,0.2,0.8846153846153846,0.06153846153846154,21916.12,6330.66,889.71,3617.78,26.84,1069.01,535.63,475.55,238.27,1012.9,14,33,53,15
850,877,"HIGH SCHOOL-ENTERPRISE, BUS & TECH",553,0.7993168232280102,10,176,0.6875,0.3125,0.0625,0.2556818181818182,0.6193181818181818,0.03977272727272727,0.005681818181818182,0.017045454545454544,0.19318181818181818,0.24431818181818182,0.8465909090909091,0.09659090909090909,21916.12,6330.66,889.71,3617.78,26.84,1069.01,535.63,475.55,238.27,1012.9,14,33,53,15
851,878,"HIGH SCHOOL-ENTERPRISE, BUS & TECH",553,0.7993168232280102,11,125,0.656,0.344,0.048,0.272,0.608,0.04,0.016,0.016,0.184,0.168,0.824,0.096,21916.12,6330.66,889.71,3617.78,26.84,1069.01,535.63,475.55,238.27,1012.9,14,33,53,15
852,879,"HIGH SCHOOL-ENTERPRISE, BUS & TECH",553,0.7993168232280102,12,122,0.6885245901639344,0.3114754098360656,0.11475409836065574,0.19672131147540983,0.680327868852459,0.00819672131147541,0.0,0.0,0.11475409836065574,0.16393442622950818,0.8032786885245902,0.0,21916.12,6330.66,889.71,3617.78,26.84,1069.01,535.63,475.55,238.27,1012.9,14,33,53,15
853,880,HIGH SCHOOL-HEALTH CAREERS & SCIES,404,0.8114086146682189,9,137,0.46715328467153283,0.5328467153284672,0.029197080291970802,0.16058394160583941,0.7737226277372263,0.021897810218978103,0.014598540145985401,0.0,0.2846715328467153,0.25547445255474455,0.9343065693430657,0.08759124087591241,28153.8,7766.68,1983.16,4885.19,38.19,1493.53,748.33,892.73,447.31,2178.91,12,37,51,11
854,881,HIGH SCHOOL-HEALTH CAREERS & SCIES,404,0.8114086146682189,10,123,0.5203252032520326,0.4796747967479675,0.016260162601626018,0.06504065040650407,0.8699186991869918,0.024390243902439025,0.016260162601626018,0.008130081300813009,0.4146341463414634,0.24390243902439024,0.9186991869918699,0.16260162601626016,28153.8,7766.68,1983.16,4885.19,38.19,1493.53,748.33,892.73,447.31,2178.91,12,37,51,11
855,882,HIGH SCHOOL-HEALTH CAREERS & SCIES,404,0.8114086146682189,11,70,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285,0.8428571428571429,0.014285714285714285,0.0,0.0,0.5285714285714286,0.14285714285714285,0.9142857142857143,0.18571428571428572,28153.8,7766.68,1983.16,4885.19,38.19,1493.53,748.33,892.73,447.31,2178.91,12,37,51,11
856,883,HIGH SCHOOL-HEALTH CAREERS & SCIES,404,0.8114086146682189,12,74,0.40540540540540543,0.5945945945945946,0.013513513513513514,0.22972972972972974,0.7027027027027027,0.02702702702702703,0.013513513513513514,0.013513513513513514,0.44594594594594594,0.06756756756756757,0.8513513513513513,0.24324324324324326,28153.8,7766.68,1983.16,4885.19,38.19,1493.53,748.33,892.73,447.31,2178.91,12,37,51,11
857,884,HIGH SCHOOL-LANGUAGE AND DIPLOMACY,211,0.8533333333333334,9,27,0.4444444444444444,0.5555555555555556,0.14814814814814814,0.1111111111111111,0.5925925925925926,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.7407407407407407,0.0,23878.4,6267.72,1457.73,3870.86,175.37,2029.34,1016.81,481.2,241.11,618.5,13,43,52,5
858,885,HIGH SCHOOL-LANGUAGE AND DIPLOMACY,211,0.8533333333333334,10,45,0.37777777777777777,0.6222222222222222,0.08888888888888889,0.26666666666666666,0.5111111111111111,0.044444444444444446,0.08888888888888889,0.0,0.0,0.13333333333333333,0.7333333333333333,0.0,23878.4,6267.72,1457.73,3870.86,175.37,2029.34,1016.81,481.2,241.11,618.5,13,43,52,5
859,886,HIGH SCHOOL-LANGUAGE AND DIPLOMACY,211,0.8533333333333334,11,66,0.48484848484848486,0.5151515151515151,0.12121212121212122,0.12121212121212122,0.6666666666666666,0.07575757575757576,0.015151515151515152,0.0,0.13636363636363635,0.21212121212121213,0.7272727272727273,0.13636363636363635,23878.4,6267.72,1457.73,3870.86,175.37,2029.34,1016.81,481.2,241.11,618.5,13,43,52,5
860,887,HIGH SCHOOL-LANGUAGE AND DIPLOMACY,211,0.8533333333333334,12,73,0.4657534246575342,0.5342465753424658,0.1232876712328767,0.1917808219178082,0.6027397260273972,0.0821917808219178,0.0,0.0,0.0958904109589041,0.2054794520547945,0.821917808219178,0.1232876712328767,23878.4,6267.72,1457.73,3870.86,175.37,2029.34,1016.81,481.2,241.11,618.5,13,43,52,5
861,888,HIGH SCHOOL-LAW & PUBLIC SERVICE,327,0.7619047619047619,9,98,0.4489795918367347,0.5510204081632653,0.01020408163265306,0.1836734693877551,0.7448979591836735,0.05102040816326531,0.01020408163265306,0.0,0.2755102040816326,0.2653061224489796,0.9387755102040817,0.15306122448979592,26522.38,6508.93,2481.12,4504.49,114.53,1589.24,796.29,964.13,483.08,1360.81,12,38,41,21
862,889,HIGH SCHOOL-LAW & PUBLIC SERVICE,327,0.7619047619047619,10,97,0.4639175257731959,0.5360824742268041,0.010309278350515464,0.14432989690721648,0.8247422680412371,0.020618556701030927,0.0,0.0,0.3402061855670103,0.24742268041237114,0.9381443298969072,0.12371134020618557,26522.38,6508.93,2481.12,4504.49,114.53,1589.24,796.29,964.13,483.08,1360.81,12,38,41,21
863,890,HIGH SCHOOL-LAW & PUBLIC SERVICE,327,0.7619047619047619,11,53,0.2641509433962264,0.7358490566037735,0.0,0.20754716981132076,0.7358490566037735,0.03773584905660377,0.0,0.018867924528301886,0.3018867924528302,0.18867924528301888,0.9811320754716981,0.18867924528301888,26522.38,6508.93,2481.12,4504.49,114.53,1589.24,796.29,964.13,483.08,1360.81,12,38,41,21
864,891,HIGH SCHOOL-LAW & PUBLIC SERVICE,327,0.7619047619047619,12,79,0.4177215189873418,0.5822784810126582,0.012658227848101266,0.189873417721519,0.7848101265822784,0.012658227848101266,0.0,0.0,0.2911392405063291,0.20253164556962025,0.9367088607594937,0.21518987341772153,26522.38,6508.93,2481.12,4504.49,114.53,1589.24,796.29,964.13,483.08,1360.81,12,38,41,21
865,892,HIGH SCHOOL-MEDIA & COMMUNICATIONS,323,0.9543973941368078,9,87,0.47126436781609193,0.5287356321839081,0.0,0.1724137931034483,0.8160919540229885,0.0,0.011494252873563218,0.0,0.27586206896551724,0.25287356321839083,1.0,0.25287356321839083,29705.32,6945.53,2115.52,4540.06,0.8,1704.11,853.85,1550.01,776.64,3499.05,10,37,60,3
866,893,HIGH SCHOOL-MEDIA & COMMUNICATIONS,323,0.9543973941368078,10,61,0.5409836065573771,0.45901639344262296,0.0,0.08196721311475409,0.9180327868852459,0.0,0.0,0.0,0.45901639344262296,0.2459016393442623,0.9836065573770492,0.18032786885245902,29705.32,6945.53,2115.52,4540.06,0.8,1704.11,853.85,1550.01,776.64,3499.05,10,37,60,3
867,894,HIGH SCHOOL-MEDIA & COMMUNICATIONS,323,0.9543973941368078,11,84,0.6071428571428571,0.39285714285714285,0.011904761904761904,0.09523809523809523,0.8571428571428571,0.023809523809523808,0.0,0.011904761904761904,0.38095238095238093,0.20238095238095238,0.8928571428571429,0.47619047619047616,29705.32,6945.53,2115.52,4540.06,0.8,1704.11,853.85,1550.01,776.64,3499.05,10,37,60,3
868,895,HIGH SCHOOL-MEDIA & COMMUNICATIONS,323,0.9543973941368078,12,91,0.5274725274725275,0.4725274725274725,0.01098901098901099,0.054945054945054944,0.8901098901098901,0.03296703296703297,0.01098901098901099,0.0,0.42857142857142855,0.18681318681318682,0.945054945054945,0.2857142857142857,29705.32,6945.53,2115.52,4540.06,0.8,1704.11,853.85,1550.01,776.64,3499.05,10,37,60,3
869,896,HIGH SCHOOL-SERVICE & LEARNING,208,0.8096192384769539,9,33,0.696969696969697,0.30303030303030304,0.09090909090909091,0.5757575757575758,0.24242424242424243,0.06060606060606061,0.030303030303030304,0.0,0.18181818181818182,0.3333333333333333,0.7575757575757576,0.15151515151515152,26339.08,6929.43,2405.7,4677.39,13.41,1763.56,883.64,911.59,456.75,577.84,13,32,61,7
870,897,HIGH SCHOOL-SERVICE & LEARNING,208,0.8096192384769539,10,57,0.6140350877192983,0.38596491228070173,0.03508771929824561,0.631578947368421,0.2631578947368421,0.03508771929824561,0.0,0.03508771929824561,0.21052631578947367,0.17543859649122806,0.7017543859649122,0.10526315789473684,26339.08,6929.43,2405.7,4677.39,13.41,1763.56,883.64,911.59,456.75,577.84,13,32,61,7
871,898,HIGH SCHOOL-SERVICE & LEARNING,208,0.8096192384769539,11,67,0.6417910447761194,0.3582089552238806,0.04477611940298507,0.7910447761194029,0.13432835820895522,0.0,0.029850746268656716,0.0,0.08955223880597014,0.26865671641791045,0.7164179104477612,0.0,26339.08,6929.43,2405.7,4677.39,13.41,1763.56,883.64,911.59,456.75,577.84,13,32,61,7
872,899,HIGH SCHOOL-SERVICE & LEARNING,208,0.8096192384769539,12,51,0.5686274509803921,0.43137254901960786,0.0,0.7843137254901961,0.21568627450980393,0.0,0.0,0.0,0.0,0.19607843137254902,0.6666666666666666,0.0,26339.08,6929.43,2405.7,4677.39,13.41,1763.56,883.64,911.59,456.75,577.84,13,32,61,7
873,900,HIGH SCHOOL-VIOLIN AND DANCE,164,0.7736318407960199,9,43,0.20930232558139536,0.7906976744186046,0.0,0.32558139534883723,0.627906976744186,0.0,0.023255813953488372,0.023255813953488372,0.2558139534883721,0.4883720930232558,0.9767441860465116,0.2558139534883721,28090.3,7405.88,1444.98,4434.75,13.46,2506.24,1255.76,1667.03,835.27,807.16,10,55,45,0
874,901,HIGH SCHOOL-VIOLIN AND DANCE,164,0.7736318407960199,10,50,0.36,0.64,0.0,0.26,0.72,0.02,0.0,0.0,0.18,0.2,0.92,0.2,28090.3,7405.88,1444.98,4434.75,13.46,2506.24,1255.76,1667.03,835.27,807.16,10,55,45,0
875,902,HIGH SCHOOL-VIOLIN AND DANCE,164,0.7736318407960199,11,27,0.3333333333333333,0.6666666666666666,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.18518518518518517,0.37037037037037035,0.9259259259259259,0.2962962962962963,28090.3,7405.88,1444.98,4434.75,13.46,2506.24,1255.76,1667.03,835.27,807.16,10,55,45,0
876,903,HIGH SCHOOL-VIOLIN AND DANCE,164,0.7736318407960199,12,44,0.1590909090909091,0.8409090909090909,0.0,0.3409090909090909,0.6136363636363636,0.0,0.0,0.045454545454545456,0.20454545454545456,0.2727272727272727,0.9545454545454546,0.11363636363636363,28090.3,7405.88,1444.98,4434.75,13.46,2506.24,1255.76,1667.03,835.27,807.16,10,55,45,0
877,904,HIGH SCHOOL-YOUTH & COMM DEVELOPMENT,460,0.8933782267115601,9,161,0.6521739130434783,0.34782608695652173,0.09316770186335403,0.5962732919254659,0.2236024844720497,0.07453416149068323,0.012422360248447204,0.0,0.13664596273291926,0.2111801242236025,0.8695652173913043,0.11180124223602485,25237.38,5366.0,2550.01,3966.34,53.51,1461.1,732.09,1296.24,649.48,1442.85,16,32,62,6
878,905,HIGH SCHOOL-YOUTH & COMM DEVELOPMENT,460,0.8933782267115601,10,105,0.638095238095238,0.3619047619047619,0.06666666666666667,0.7428571428571429,0.13333333333333333,0.02857142857142857,0.009523809523809525,0.01904761904761905,0.12380952380952381,0.21904761904761905,0.7904761904761904,0.1523809523809524,25237.38,5366.0,2550.01,3966.34,53.51,1461.1,732.09,1296.24,649.48,1442.85,16,32,62,6
